Depot,Fleet Number,Vehicle Registration Number,Vehicle Make,Vehicle Model,Vehicle Operator,is AC?,Service Type,Registration Date,Status
Kalaignar Nagar Depot,J0358,TN01AN0735,Tata,BS-4,MTC,No,Ordinary,18-02-2014,Active
Adyar Depot,K1142,TN01AN5563,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Tambaram Depot,K1132,TN01AN5581,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Central Depot,K1154,TN01AN5725,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Madhavaram Depot,K1155,TN01AN5673,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Tondiarpet-2 Depot,K1162,TN01AN5700,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Tondiarpet-2 Depot,K1163,TN01AN5637,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Tambaram Depot,K1161,TN01AN5647,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Madhavaram Depot,K1157,TN01AN5706,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Madhavaram Depot,K1156,TN01AN5661,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Adyar Depot,K1143,TN01AN5574,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Adyar Depot,K1144,TN01AN5537,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Kilambakkam Depot,K1145,TN01AN5718,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Kilambakkam Depot,K1148,TN01AN5708,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Kilambakkam Depot,K1147,TN01AN5710,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Kilambakkam Depot,K1146,TN01AN5704,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Madhavaram Depot,K1152,TN01AN5667,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Adyar Depot,K1141,TN01AN5616,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Madhavaram Depot,K1151,TN01AN5698,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Central Depot,K1135,TN01AN5578,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Tondiarpet-2 Depot,K1136,TN01AN5559,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Tondiarpet-2 Depot,K1138,TN01AN5595,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Tondiarpet-2 Depot,K1137,TN01AN5571,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Central Depot,K1153,TN01AN5709,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Central Depot,K1134,TN01AN5605,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Kilambakkam Depot,K1140,TN01AN5567,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Adyar Depot,K1139,TN01AN5536,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Tambaram Depot,K1131,TN01AN5545,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Tambaram Depot,K1130,TN01AN5556,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Tambaram Depot,K1129,TN01AN5572,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Annanagar Depot,K1128,TN01AN5531,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Annanagar Depot,K1127,TN01AN5573,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Annanagar Depot,K1126,TN01AN5551,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Annanagar Depot,K1125,TN01AN5622,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Annanagar Depot,K1124,TN01AN5585,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Madhavaram Depot,J0106,TN01AN0217,Ashok Leyland,BS-4,MTC,No,Ordinary,17-06-2012,Active
Adyar Depot,J2006,TN01AN3769,Ashok Leyland,BS-4,MTC,No,Deluxe,16-03-2020,Active
Kundrathur Depot,J0806,TN01AN1561,Ashok Leyland,BS-4,MTC,No,Ordinary,16-05-2016,Active
Kundrathur Depot,J0805,TN01AN1575,Ashok Leyland,BS-4,MTC,No,Ordinary,16-05-2016,Active
Madhavaram Depot,J0091,TN01N9970,Ashok Leyland,BS-4,MTC,No,Ordinary,30-03-2012,Active
Madhavaram Depot,J0065,TN01N9957,Ashok Leyland,BS-4,MTC,No,Ordinary,29-03-2012,Active
Chromepet-2 Depot,J0021,TN01N9820,Ashok Leyland,BS-4,MTC,No,Ordinary,04-10-2011,Active
Adambakkam Depot,J0078,TN01N9948,Ashok Leyland,BS-4,MTC,No,Ordinary,29-03-2012,Active
Adambakkam Depot,J0077,TN01N9950,Ashok Leyland,BS-4,MTC,No,Ordinary,29-03-2012,Active
Semmenchery Depot,J1071,TN01AN2088,Ashok Leyland,BS-4,MTC,No,Deluxe,22-04-2019,Active
Semmenchery Depot,J1352,TN01AN2766,Ashok Leyland,BS-4,MTC,No,Deluxe,27-06-2019,Active
Thiyagaraya Nagar Depot,J0424,TN01AN0852,Tata,BS-4,MTC,No,Ordinary,16-06-2014,Active
Kalaignar Nagar Depot,J1712,TN01AN3418,Tata,BS-4,MTC,No,Deluxe,01-01-2020,Active
Annanagar Depot,J0084,TN01N9936,Ashok Leyland,BS-4,MTC,No,Ordinary,29-03-2012,Active
Avadi Depot,J0647,TN01AN1228,Tata,BS-4,MTC,No,Small Bus (Express),05-02-2016,Active
Chromepet-2 Depot,J0081,TN01N9959,Ashok Leyland,BS-4,MTC,No,Express,29-03-2012,Active
Chromepet-2 Depot,J0041,TN01N9851,Ashok Leyland,BS-4,MTC,No,Ordinary,09-11-2011,Active
Chromepet-2 Depot,J0035,TN01N9833,Ashok Leyland,BS-4,MTC,No,Ordinary,19-10-2011,Active
Madhavaram Depot,I2943,TN01N8901,Ashok Leyland,BS-3,MTC,No,Ordinary,10-03-2010,Active
Kalaignar Nagar Depot,J0712,TN01AN1497,Tata,BS-4,MTC,No,Ordinary,17-04-2016,Active
Perumbakkam Depot,K5144,TN01BV9101,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perambur Depot,J0034,TN01N9835,Ashok Leyland,BS-4,MTC,No,Ordinary,19-10-2011,Active
Perambur Depot,K0078,TN01AN4119,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Perumbakkam Depot,K5145,TN01BV9163,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Tondiarpet-2 Depot,J0954,TN01AN1843,Ashok Leyland,BS-4,MTC,No,Deluxe,03-01-2019,Active
Perumbakkam Depot,K5129,TN01BV7553,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Perumbakkam Depot,K5128,TN01BV7512,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Padiyanallur Depot,J0125,TN01AN0176,Ashok Leyland,BS-4,MTC,No,Ordinary,17-06-2012,Active
Padiyanallur Depot,J1334,TN01AN2523,Ashok Leyland,BS-4,MTC,No,Deluxe,19-06-2019,Active
Mandaveli Depot,J0264,TN01AN0679,Tata,BS-4,MTC,No,Small Bus (Express),21-10-2013,Active
Mandaveli Depot,J0340,TN01AN0772,Tata,BS-4,MTC,No,Small Bus (Express),18-02-2014,Active
Vyasarpadi Depot,K5210,TN01BW0939,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5205,TN01BW0940,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5204,TN01BW0942,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5206,TN01BW0933,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5207,TN01BW0985,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5202,TN01BW0911,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5208,TN01BW0954,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5209,TN01BW0979,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5203,TN01BW0941,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5201,TN01BW0949,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Perumbakkam Depot,K5191,TN01BW0735,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Perumbakkam Depot,K5192,TN01BW0770,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Perumbakkam Depot,K5193,TN01BW0747,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Perumbakkam Depot,K5194,TN01BW0762,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Perumbakkam Depot,K5195,TN01BW0792,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Perumbakkam Depot,K5196,TN01BW0754,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Perumbakkam Depot,K5197,TN01BW0793,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Perumbakkam Depot,K5198,TN01BW0756,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Perumbakkam Depot,K5199,TN01BW0745,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Perumbakkam Depot,K5200,TN01BW0798,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Alandur Depot,J0730,TN01AN1649,Tata,BS-4,MTC,No,Ordinary,07-09-2016,Active
Chromepet-1 Depot,J0310,TN01AN0797,Tata,BS-4,MTC,No,Small Bus (Express),18-02-2014,Active
Perumbakkam Depot,K5165,TN01BV9117,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Adambakkam Depot,J1786,TN01AN3782,Ashok Leyland,BS-4,MTC,No,Ordinary,05-03-2020,Active
Adambakkam Depot,J1340,TN01AN2603,Ashok Leyland,BS-4,MTC,No,Ordinary,24-06-2019,Active
Madhavaram Depot,J1795,TN01AN3582,Ashok Leyland,BS-4,MTC,No,Ordinary,12-02-2020,Active
Perumbakkam Depot,K5180,TN01BV9142,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Kundrathur Depot,J0777,TN01AN1509,Ashok Leyland,BS-4,MTC,No,Ordinary,01-05-2016,Active
Madhavaram Depot,K0990,TN01AN5629,Ashok Leyland,BS-4,MTC,No,Ordinary,N/A,Active
Kannagi Nagar Depot,J0105,TN01AN0181,Ashok Leyland,BS-4,MTC,No,Ordinary,17-06-2012,Active
Iyyappanthangal Depot,I3357,TN01N9664,Ashok Leyland,BS-4,MTC,No,Ordinary,31-05-2011,Active
Central Depot,I3322,TN01N9632,Ashok Leyland,BS-4,MTC,No,Ordinary,08-04-2011,Active
Central Depot,J0027,TN01N9825,Ashok Leyland,BS-4,MTC,No,Ordinary,04-10-2011,Active
Iyyappanthangal Depot,J0100,TN01AN0225,Ashok Leyland,BS-4,MTC,No,Ordinary,17-06-2012,Active
Annanagar Depot,J0074,TN01N9958,Ashok Leyland,BS-4,MTC,No,Ordinary,29-03-2012,Active
Annanagar Depot,J0016,TN01N9816,Ashok Leyland,BS-4,MTC,No,Ordinary,19-09-2011,Active
Central Depot,I3391,TN01N9691,Ashok Leyland,BS-4,MTC,No,Ordinary,08-08-2011,Active
Perumbakkam Depot,K5186,TN01BV9189,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5176,TN01BV9139,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5163,TN01BV9165,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Semmenchery Depot,I3348,TN01N9660,Ashok Leyland,BS-4,MTC,No,Ordinary,20-05-2011,Active
Semmenchery Depot,I3347,TN01N9659,Ashok Leyland,BS-4,MTC,No,Ordinary,20-05-2011,Active
Avadi Depot,J0979,TN01AN1978,Ashok Leyland,BS-4,MTC,No,Ordinary,03-03-2019,Active
Kannagi Nagar Depot,J1027,TN01AN2913,Ashok Leyland,BS-4,MTC,No,Ordinary,11-07-2019,Active
Kundrathur Depot,I3369,TN01N9685,Ashok Leyland,BS-4,MTC,No,Ordinary,14-06-2011,Active
Chromepet-2 Depot,J0020,TN01N9807,Ashok Leyland,BS-4,MTC,No,Ordinary,19-09-2011,Active
Adambakkam Depot,J0069,TN01N9942,Ashok Leyland,BS-4,MTC,No,Express,29-03-2012,Active
Adambakkam Depot,J0045,TN01N9856,Ashok Leyland,BS-4,MTC,No,Express,21-11-2011,Active
Perumbakkam Depot,K5182,TN01BV9151,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5142,TN01BV9167,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5184,TN01BV9150,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Chromepet-1 Depot,J1942,TN01AN3677,Ashok Leyland,BS-4,MTC,No,Deluxe,02-03-2020,Active
Chromepet-1 Depot,J0697,TN01AN1357,Tata,BS-4,MTC,No,Small Bus (Express),29-02-2016,Active
Chromepet-1 Depot,J0633,TN01AN1260,Tata,BS-4,MTC,No,Small Bus (Express),05-02-2016,Active
Chromepet-1 Depot,J0653,TN01AN1320,Tata,BS-4,MTC,No,Express,07-02-2016,Active
Chromepet-1 Depot,J1242,TN01AN2256,Ashok Leyland,BS-4,MTC,No,Ordinary,06-05-2019,Active
Chromepet-1 Depot,J1240,TN01AN2265,Ashok Leyland,BS-4,MTC,No,Ordinary,06-05-2019,Active
Chromepet-1 Depot,J1898,TN01AN3749,Ashok Leyland,BS-4,MTC,No,Deluxe,05-03-2020,Active
Chromepet-1 Depot,J0803,TN01AN1571,Ashok Leyland,BS-4,MTC,No,Ordinary,16-05-2016,Active
Iyyappanthangal Depot,J1999,TN01AN3965,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Kannagi Nagar Depot,J1275,TN01AN2524,Ashok Leyland,BS-4,MTC,No,Ordinary,19-06-2019,Active
Chromepet-1 Depot,J1517,TN01AN2836,Ashok Leyland,BS-4,MTC,No,Deluxe,11-07-2019,Active
Kannagi Nagar Depot,J1460,TN01AN2684,Ashok Leyland,BS-4,MTC,No,Ordinary,27-06-2019,Active
Chromepet-1 Depot,K0308,TN01AN4659,Ashok Leyland,BS-6,MTC,No,Ordinary,22-03-2020,Active
Chromepet-1 Depot,J2088,TN01AN3934,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Chromepet-1 Depot,K0989,TN01AN5393,Ashok Leyland,BS-6,MTC,No,Ordinary,24-06-2019,Active
Chromepet-1 Depot,K0955,TN01AN5239,Ashok Leyland,BS-6,MTC,No,Ordinary,24-06-2019,Active
Chromepet-1 Depot,J1309,TN01AN2630,Ashok Leyland,BS-4,MTC,No,Ordinary,24-06-2019,Active
Chromepet-1 Depot,J0763,TN01AN1488,Ashok Leyland,BS-4,MTC,No,Ordinary,14-04-2016,Active
Chromepet-1 Depot,J1102,TN01AN2187,Ashok Leyland,BS-4,MTC,No,Ordinary,06-05-2019,Active
Kannagi Nagar Depot,J0842,TN01AN1647,Ashok Leyland,BS-4,MTC,No,Deluxe,07-09-2016,Active
Chromepet-1 Depot,J1343,TN01AN2614,Ashok Leyland,BS-4,MTC,No,Express,24-06-2019,Active
Chromepet-1 Depot,J1571,TN01AN2989,Ashok Leyland,BS-4,MTC,No,Ordinary,07-08-2019,Active
Chromepet-1 Depot,J1560,TN01AN3127,Ashok Leyland,BS-4,MTC,No,Ordinary,12-08-2019,Active
Chromepet-1 Depot,J0228,TN01AN0576,Ashok Leyland,BS-4,MTC,No,Ordinary,21-11-2012,Active
Chromepet-1 Depot,J1957,TN01AN3956,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Chromepet-1 Depot,J1383,TN01AN2910,Ashok Leyland,BS-4,MTC,No,Deluxe,11-07-2019,Active
Chromepet-1 Depot,J1539,TN01AN2873,Ashok Leyland,BS-4,MTC,No,Deluxe,11-07-2019,Active
Chromepet-1 Depot,J1897,TN01AN3732,Ashok Leyland,BS-4,MTC,No,Deluxe,09-03-2020,Active
Chromepet-1 Depot,J1565,TN01AN3013,Ashok Leyland,BS-4,MTC,No,Deluxe,07-08-2019,Active
Chromepet-1 Depot,J1892,TN01AN3756,Ashok Leyland,BS-4,MTC,No,Deluxe,06-03-2020,Active
Chromepet-1 Depot,J1813,TN01AN3672,Ashok Leyland,BS-4,MTC,No,Deluxe,04-03-2020,Active
Chromepet-1 Depot,J2012,TN01AN3819,Ashok Leyland,BS-4,MTC,No,Deluxe,06-03-2020,Active
Chromepet-1 Depot,J1986,TN01AN3859,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Chromepet-1 Depot,J1637,TN01AN3308,Ashok Leyland,BS-4,MTC,No,Deluxe,20-10-2019,Active
Chromepet-1 Depot,J2058,TN01AN3753,Ashok Leyland,BS-4,MTC,No,Deluxe,09-03-2020,Active
Chromepet-1 Depot,J1959,TN01AN3962,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Chromepet-1 Depot,J1566,TN01AN2985,Ashok Leyland,BS-4,MTC,No,Deluxe,07-08-2019,Active
Chromepet-1 Depot,J0705,TN01AN1369,Tata,BS-4,MTC,No,Small Bus (Express),29-02-2016,Active
Chromepet-1 Depot,J0608,TN01AN1252,Tata,BS-4,MTC,No,Small Bus (Express),05-02-2016,Active
Chromepet-1 Depot,J1797,TN01AN3622,Ashok Leyland,BS-4,MTC,No,Express,09-02-2020,Active
Chromepet-1 Depot,J1341,TN01AN2617,Ashok Leyland,BS-4,MTC,No,Express,24-06-2019,Active
Chromepet-1 Depot,J1803,TN01AN3640,Ashok Leyland,BS-4,MTC,No,Express,02-03-2020,Active
Chromepet-1 Depot,K1076,TN01AN5475,Ashok Leyland,BS-6,MTC,No,Ordinary,11-07-2019,Active
Chromepet-1 Depot,J1387,TN01AN2831,Ashok Leyland,BS-4,MTC,No,Ordinary,11-07-2019,Active
Chromepet-1 Depot,I1347,TN01N5825,Ashok Leyland,BS-3,MTC,No,Ordinary,21-02-2008,Active
Chromepet-1 Depot,J0761,TN01AN1473,Ashok Leyland,BS-4,MTC,No,Ordinary,12-04-2016,Active
Chromepet-1 Depot,J1367,TN01AN2787,Ashok Leyland,BS-4,MTC,No,Deluxe,02-07-2019,Active
Chromepet-1 Depot,J1195,TN01AN2236,Ashok Leyland,BS-4,MTC,No,Deluxe,13-05-2019,Active
Chromepet-1 Depot,K0125,TN01AN4164,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Chromepet-1 Depot,K1006,TN01AN5373,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Chromepet-1 Depot,K1007,TN01AN5382,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Chromepet-1 Depot,J1046,TN01AN1985,Ashok Leyland,BS-4,MTC,No,Deluxe,22-04-2019,Active
Chromepet-1 Depot,J1569,TN01AN2936,Ashok Leyland,BS-4,MTC,No,Deluxe,07-08-2019,Active
Chromepet-1 Depot,J1871,TN01AN3665,Ashok Leyland,BS-4,MTC,No,Deluxe,04-03-2020,Active
Chromepet-1 Depot,K0108,TN01AN4149,Ashok Leyland,BS-6,MTC,No,Ordinary,22-04-2019,Active
Chromepet-1 Depot,J1132,TN01AN2085,Ashok Leyland,BS-4,MTC,No,Deluxe,22-04-2019,Active
Chromepet-1 Depot,K0101,TN01AN4178,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Chromepet-1 Depot,J1029,TN01AN2863,Ashok Leyland,BS-4,MTC,No,Deluxe,11-07-2019,Active
Chromepet-1 Depot,J2007,TN01AN3924,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Chromepet-1 Depot,J1567,TN01AN2979,Ashok Leyland,BS-4,MTC,No,Deluxe,07-08-2019,Active
Chromepet-1 Depot,J0951,TN01AN1922,Ashok Leyland,BS-4,MTC,No,Deluxe,03-01-2019,Active
Chromepet-1 Depot,J0936,TN01AN1865,Ashok Leyland,BS-4,MTC,No,Deluxe,03-01-2019,Active
Chromepet-1 Depot,J1342,TN01AN2601,Ashok Leyland,BS-4,MTC,No,Deluxe,24-06-2019,Active
Chromepet-1 Depot,J1841,TN01AN3670,Ashok Leyland,BS-4,MTC,No,Deluxe,02-03-2020,Active
Chromepet-1 Depot,J2027,TN01AN3767,Ashok Leyland,BS-4,MTC,No,Deluxe,06-03-2020,Active
Chromepet-1 Depot,J1028,TN01AN2809,Ashok Leyland,BS-4,MTC,No,Ordinary,27-06-2019,Active
Chromepet-1 Depot,J1479,TN01AN2797,Ashok Leyland,BS-4,MTC,No,Ordinary,02-07-2019,Active
Chromepet-1 Depot,J1422,TN01AN2587,Ashok Leyland,BS-4,MTC,No,Ordinary,24-06-2019,Active
Chromepet-1 Depot,J1568,TN01AN3025,Ashok Leyland,BS-4,MTC,No,Ordinary,07-08-2019,Active
Perambur Depot,J0284,TN01AN0699,Tata,BS-4,MTC,No,Small Bus (Express),21-10-2013,Active
Perambur Depot,J0272,TN01AN0715,Tata,BS-4,MTC,No,Small Bus (Express),21-10-2013,Active
Perambur Depot,J0261,TN01AN0693,Tata,BS-4,MTC,No,Small Bus (Express),21-10-2013,Active
Perambur Depot,J0346,TN01AN0739,Tata,BS-4,MTC,No,Small Bus (Express),18-02-2014,Active
Perambur Depot,J1042,TN01AN2107,Ashok Leyland,BS-4,MTC,No,Ordinary,22-04-2019,Active
Ambathur Depot,K1093,TN01AN5455,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Semmenchery Depot,J1789,TN01AN3614,Ashok Leyland,BS-4,MTC,No,Ordinary,09-02-2020,Active
Saidapet Depot,J1141,TN01AN2094,Ashok Leyland,BS-4,MTC,No,Deluxe,22-04-2019,Active
Alandur Depot,J0365,TN01AN0745,Tata,BS-4,MTC,No,Ordinary,18-02-2014,Active
Mandaveli Depot,J1691,TN01AN3339,Tata,BS-4,MTC,No,Deluxe,09-12-2019,Active
Mandaveli Depot,J0577,TN01AN1445,Tata,BS-4,MTC,No,Ordinary,31-03-2016,Active
Perumbakkam Depot,K5141,TN01BV9115,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5143,TN01BV9126,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5190,TN01BV9183,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5189,TN01BV9172,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5188,TN01BV9186,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5185,TN01BV9130,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5181,TN01BV9194,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5179,TN01BV9102,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5177,TN01BV9182,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5175,TN01BV9145,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5174,TN01BV9104,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5172,TN01BV9149,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5171,TN01BV9120,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5170,TN01BV9176,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5169,TN01BV9193,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5168,TN01BV9157,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5167,TN01BV9160,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5166,TN01BV9109,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5164,TN01BV9162,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5162,TN01BV9180,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5161,TN01BV9138,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5160,TN01BV9137,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5159,TN01BV9118,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5158,TN01BV9122,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5154,TN01BV9153,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5153,TN01BV9133,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5152,TN01BV9184,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5151,TN01BV9114,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5149,TN01BV9198,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5146,TN01BV9168,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5156,TN01BV9110,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5148,TN01BV9140,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5147,TN01BV9127,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5173,TN01BV9148,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5155,TN01BV9113,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5157,TN01BV9155,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5178,TN01BV9129,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5183,TN01BV9146,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5150,TN01BV9144,Switch,EV,OHM,No,Deluxe,04-09-2025,Active
Perumbakkam Depot,K5187,TN01BV9181,Switch,EV,MTC,No,Deluxe(EV),04-09-2025,Active
Thiruvanmiyur Depot,J1396,TN01AN2904,Ashok Leyland,BS-4,MTC,No,Deluxe,11-07-2019,Active
Madhavaram Depot,K0847,TN01AN5628,Ashok Leyland,BS-6,MTC,No,Deluxe,02-09-2025,Active
Madhavaram Depot,J1863,TN01AN3726,Ashok Leyland,BS-4,MTC,No,Ordinary,04-03-2020,Active
Kannagi Nagar Depot,J1859,TN01AN3637,Ashok Leyland,BS-4,MTC,No,Deluxe,02-03-2020,Active
Padiyanallur Depot,J1372,TN01AN2919,Ashok Leyland,BS-4,MTC,No,Deluxe,11-07-2019,Active
Ayanavaram Depot,J1427,TN01AN2650,Ashok Leyland,BS-4,MTC,No,Deluxe,25-06-2019,Active
Kannagi Nagar Depot,J0840,TN01AN1651,Ashok Leyland,BS-4,MTC,No,Ordinary,07-09-2016,Active
Chromepet-1 Depot,I0759,TN01N4930,Ashok Leyland,BS-3,MTC,No,Ordinary,03-10-2007,Active
Central Depot,K1045,TN01AN5415,Ashok Leyland,BS-6,MTC,No,Ordinary,08-08-2025,Active
Basinbridge Depot,J0063,TN01N9963,Ashok Leyland,BS-4,MTC,No,Ordinary,29-03-2012,Active
